type,title,director,cast,release_year,rating,listed_in
0,1634,4038,2854,2010,3,86
0,3428,501,1362,2021,3,314
1,6403,1066,1362,2016,3,305
0,6786,2454,3867,2016,0,49
0,3314,3596,4294,2013,3,305
0,4079,257,4326,2017,3,369
0,623,2557,3672,2011,0,369
0,1031,2754,5016,2021,1,414
0,2182,3013,4745,2016,1,275
0,3344,2369,4673,2017,3,49
0,3482,2252,1162,2020,0,337
0,3071,6,2142,2018,3,49
0,4171,4106,3763,2019,3,337
1,6304,1066,5649,2021,2,357
0,929,3541,2559,2018,3,391
0,1483,1245,2491,2016,3,430
0,2658,913,3543,2010,0,61
0,5426,2503,5058,2010,3,357
0,5345,1204,110,2017,3,369
0,6774,708,5239,2021,3,400
0,4531,3875,2876,2014,2,314
0,2624,3860,1089,2020,3,400
0,4008,360,1362,2019,1,128
0,3346,1160,3175,2020,1,391
0,522,1996,1362,2018,1,129
0,2839,1577,3478,2017,3,63
0,6375,1724,2279,2014,3,191
0,77,1066,3264,2019,1,386
0,5846,97,2720,2021,3,314
0,1204,2396,1683,2020,3,369
0,4285,3288,3635,2011,3,220
0,5692,1760,1362,2020,3,161
0,5019,3386,3954,2020,3,314
0,277,1211,4411,2014,3,62
0,6757,3807,5430,2017,1,229
0,1200,72,4867,2021,3,334
1,1395,1066,3435,2015,2,295
1,2629,1066,4461,2017,3,369
1,6288,1066,5180,2020,2,418
0,6980,614,1362,2011,2,314
0,2381,1167,1785,2019,3,275
0,6278,1581,2591,2021,3,61
0,2000,2099,4574,2012,3,70
0,2779,1531,416,2019,1,128
1,6305,1066,3063,2021,0,29
0,6829,1074,2730,2021,3,262
0,5331,2695,3632,2008,3,49
0,4810,3234,372,2018,3,72
0,5681,3540,234,2015,0,237
0,4479,1381,3754,2005,1,32
1,7106,1066,2275,2020,3,12
0,1097,2399,2462,2019,3,337
0,5914,3937,2215,2015,0,8
0,2960,3090,454,2015,3,220
1,1363,1066,3084,2016,2,279
0,5064,668,1874,2013,3,39
0,732,1193,5089,2021,3,314
0,3007,3784,4184,2016,3,314
0,7028,215,2434,2008,2,165
0,551,1038,5383,2010,0,220
0,2118,2533,1948,2020,3,400
0,6533,2726,3662,2019,3,351
0,3711,4215,1957,2009,3,0
0,92,1066,3264,2019,1,386
0,6374,827,2937,2014,0,233
0,3165,2572,226,2015,1,128
0,529,2729,4479,2015,3,220
0,5937,2448,4587,2011,2,74
1,1674,1066,78,2020,1,414
0,315,2470,1362,2012,1,179
0,5786,1173,1922,2017,3,226
0,30,3180,3685,2021,3,391
0,6005,2242,3756,2016,3,220
0,5865,347,3475,2006,2,100
0,3769,589,919,2010,2,165
0,1539,1307,2309,2007,3,86
0,4815,1896,3461,2021,3,369
0,2598,4246,4266,2019,3,337
0,6865,3391,1721,2021,3,244
0,299,4085,2935,2013,0,452
1,5544,1066,1779,2019,3,314
0,3811,1798,1086,2009,3,364
0,2847,4200,1689,2016,3,226
0,5371,3624,4782,2021,3,314
0,6540,2657,299,2020,3,369
0,3098,1727,2277,2012,0,226
0,3336,3247,301,2019,2,220
0,3353,2114,4272,2012,3,314
1,1134,1066,33,2020,3,369
0,1735,2703,1428,2019,0,1
0,4141,2056,2676,2021,0,361
0,4813,2459,4478,2020,2,325
0,748,4081,5482,2019,3,54
1,1723,1066,2653,2020,1,305
0,6010,2062,1091,2015,3,86
1,1444,1066,565,2021,3,314
0,5264,4041,4748,2018,3,391
0,6260,3659,4044,2011,3,292
0,4006,1846,1362,2016,1,305
0,499,1519,3234,2021,3,86
0,1658,583,1169,2020,3,191
0,479,3601,4292,2020,3,226
0,1463,1846,3265,2020,1,305
0,2437,2680,224,2019,3,400
0,1461,2110,5458,2021,3,314
0,4554,1163,2827,2020,3,369
0,4766,2867,1863,2013,3,369
1,2068,1066,1362,2012,1,305
0,5672,1066,1362,2007,3,428
0,846,2032,3444,2016,2,220
1,3432,1066,1362,2012,3,310
1,2578,1066,1362,2017,2,22
1,4798,1066,2813,2017,3,275
0,1458,4226,3922,2020,3,314
0,7046,1456,4757,2014,0,314
1,680,1066,823,2006,1,128
1,690,1066,2954,2019,3,415
0,3051,272,1992,2016,3,391
0,2278,1201,2179,2012,0,49
0,2353,1369,4328,2021,3,59
0,1680,4091,3365,2010,0,2
0,4119,2839,1362,2019,1,414
0,3015,3105,3823,2018,3,229
1,6439,1066,1362,2011,3,128
0,2519,4029,5360,2021,3,314
0,2537,2585,3989,2021,3,447
0,2670,1470,1909,2019,3,400
1,190,1066,3978,2021,3,430
0,5869,290,2747,2016,3,233
0,1009,2628,1103,2006,0,391
0,2059,2394,2141,2017,3,226
1,2440,1066,2266,2011,2,313
0,1989,2755,3179,2021,1,128
0,415,620,1362,2018,1,414
0,323,3938,4119,2016,0,337
0,2183,2408,4754,2016,3,341
0,3770,3362,2912,2013,3,391
0,5932,3038,1799,2011,2,36
0,6981,614,1362,2011,2,314
1,6730,1066,5306,2014,2,449
0,513,135,1429,2017,0,0
0,4794,1089,3908,2021,3,169
0,3708,4178,2181,2005,2,60
0,7027,3663,3025,2006,2,400
0,926,659,328,2015,2,82
0,4277,3197,162,2008,0,237
0,14,4099,5453,2015,3,77
0,1034,1066,1054,2021,1,414
0,1559,3283,5521,2020,0,314
1,2376,1066,2138,2018,3,405
0,2003,4089,3887,2016,3,437
0,1392,648,2291,2006,3,257
0,1685,2896,3404,2008,3,334
1,280,1066,1362,2015,0,450
0,4222,846,1905,2016,3,369
0,1883,3379,313,2017,3,369
0,2870,337,464,2020,3,182
0,2495,3265,1362,2019,1,418
0,4578,3782,4228,2010,3,226
0,2129,3956,4354,2021,3,437
1,133,1066,1362,2018,2,305
0,1401,4157,4120,2021,3,49
0,5948,1066,1362,2009,3,428
0,5837,828,1286,2015,3,334
0,2107,43,4655,2009,2,195
1,4483,1066,2464,2020,3,449
0,5796,1011,3049,2007,3,226
0,403,2728,65,2009,3,191
0,4960,2226,2645,2020,3,233
0,855,1959,4438,2005,3,357
1,239,1066,5190,2013,3,449
1,3192,1066,926,2018,3,449
0,5402,2470,1362,2016,1,439
0,7182,2470,412,2014,1,439
0,612,2000,3379,2014,0,399
0,1029,3770,5016,2021,1,414
0,4128,3627,633,2014,3,305
0,4396,3226,2927,2021,0,314
1,2996,1066,5014,2021,0,15
0,6335,108,5094,2019,3,0
0,1976,2628,2733,2007,0,391
0,5591,680,1395,2006,3,314
0,4731,223,2526,2008,3,314
1,6089,1066,4861,2010,3,274
0,4548,68,3788,2016,3,305
0,72,1066,3264,2018,1,386
1,2207,1066,723,2015,2,449
0,4023,360,1362,2019,1,128
0,2718,3644,3905,2018,3,430
0,4099,1066,1362,2009,3,428
0,1977,1807,1511,2021,3,182
0,6891,2629,428,2021,3,391
1,4151,1066,1362,2014,1,181
0,329,995,3406,2013,3,305
0,6747,3634,3764,2021,3,343
0,4182,3381,1362,2013,1,305
0,4834,69,5076,2019,0,1
0,1286,1376,1361,2020,2,18
0,2626,620,1362,2019,1,414
0,4637,3069,1362,2021,1,128
0,1628,2746,563,2018,3,314
0,3605,4252,2253,2021,3,343
0,6702,1452,2577,2016,3,86
0,5560,2470,1362,2019,1,305
0,5470,2480,647,2007,3,308
0,2178,3992,3315,2019,3,349
0,6285,1888,3289,2021,3,400
0,2653,3630,5623,2014,3,137
0,6474,1325,1362,2021,3,391
0,541,3196,1362,2016,2,275
1,1062,1066,3941,2015,3,220
0,942,3213,3399,2016,2,314
1,2214,1066,1362,2021,3,308
0,6367,3354,3889,2020,0,447
0,1120,3124,3972,2020,3,188
0,6502,1591,5460,2020,3,400
0,124,2038,2648,2021,3,80
0,50,1066,3264,2017,1,386
0,3935,1598,4931,2021,3,61
1,4558,1066,2563,2011,1,414
0,5962,910,1466,2019,1,375
0,591,2907,352,2019,3,275
0,147,2470,1362,2012,1,439
1,5256,1066,1362,2015,2,284
1,3847,1066,3734,2020,3,49
1,1536,1066,1111,2015,2,220
0,6095,792,3797,2016,0,226
0,210,1983,5330,2010,0,226
0,2703,3628,2324,2011,3,233
0,7162,2398,3290,2019,1,337
1,5397,1066,34,2020,3,282
0,742,2937,1334,2020,3,398
1,2753,1066,1901,2019,1,128
0,876,1066,1362,2021,1,112
1,3265,1066,2627,2007,3,16
1,4990,1066,1362,2018,3,128
0,6546,456,2242,2017,3,281
0,3755,2165,861,2016,0,314
0,5421,1790,4888,2019,3,343
1,2551,1066,4127,2020,3,424
0,7214,4143,109,2005,3,262
0,5469,2991,887,2021,3,30
0,1423,66,383,2015,1,434
0,4793,2283,3853,2021,3,391
0,5571,590,1362,2019,3,132
0,1625,2719,1314,2019,3,314
1,6938,1066,3380,2017,2,284
1,943,1066,1362,2020,1,414
0,2174,753,3071,2017,3,430
0,5079,17,2950,2021,3,226
1,3408,1066,1362,2014,3,291
0,5198,1585,1936,2014,3,226
0,516,3697,4275,2018,3,337
0,6782,493,2574,2016,1,439
1,5778,1066,4427,2016,2,151
0,4763,636,1362,2020,1,85
0,4996,1066,5181,2018,3,428
0,683,3442,4845,2019,3,447
0,4095,662,4092,2021,3,334
0,4018,360,4548,2019,1,128
0,4822,455,1362,2010,1,275
1,5366,1066,3474,2010,3,449
0,6769,2335,1872,2015,3,233
0,6176,3632,5288,2016,1,141
0,1973,562,5336,2019,3,391
0,5091,2913,4253,2016,3,337
1,2286,1066,3491,2018,3,262
0,1194,2280,106,2018,3,369
0,2941,1404,437,2015,3,447
0,1411,128,3657,2020,3,275
1,6030,1066,578,2021,3,49
1,5438,1066,4703,2020,3,244
0,4281,3248,3210,2020,3,357
0,1408,3192,2871,2020,3,61
0,6114,2289,1798,2007,0,77
0,5750,3447,494,2007,3,357
1,5484,1066,4982,2021,1,128
1,2999,1066,2880,2013,0,0
0,2943,1298,1362,2021,3,436
0,5121,895,1673,2020,3,391
0,6712,4193,3835,2011,3,30
0,6266,1778,3988,2006,1,314
0,1946,4038,1916,2008,0,330
0,2184,2235,14,2006,3,430
0,4965,745,4600,2019,2,364
1,287,1066,1362,2017,3,449
0,4246,4119,3059,2016,3,237
0,3262,3893,2831,2015,3,275
0,6685,2927,2001,2021,3,86
1,715,1066,4852,2016,2,284
1,4325,1066,1362,2019,1,128
0,5122,2042,5087,2017,3,220
1,840,1066,1362,2015,3,46
1,6738,1066,2685,2021,3,357
0,1731,2128,615,2021,3,447
0,4076,2648,3656,2021,3,247
0,2433,332,373,2019,3,314
0,4251,1438,3469,2021,3,200
0,2385,1375,1795,2008,3,191
1,3936,1066,215,2020,3,61
0,2114,573,753,2019,3,154
0,54,1066,3264,2019,1,386
0,2852,2205,3497,2017,3,368
0,1683,9,4232,2020,3,54
1,1726,1066,4789,2012,2,220
0,5950,28,4285,2011,0,13
0,3146,3495,3948,2020,3,314
0,7008,2332,5504,2018,3,162
0,6370,2891,1362,2007,1,275
0,5451,1066,1362,2010,3,314
0,654,3373,1408,2019,3,229
0,6525,951,1451,2020,3,434
0,4107,291,1681,2010,3,220
1,6181,1066,193,2019,3,52
0,6743,1226,3367,2007,2,0
0,3542,620,1878,2020,1,414
0,4365,837,1362,2021,3,447
0,2813,879,1362,2021,3,436
0,366,809,2792,2016,3,447
0,2862,1427,2437,2010,0,220
1,3799,1066,4074,2014,2,449
0,388,0,0,2021,1,0
0,5889,1101,614,2021,2,369
0,6271,155,203,2020,3,220
0,3073,1724,2283,2014,3,191
0,1284,494,651,2020,3,233
1,3477,1066,1362,2014,3,449
0,5756,916,467,2005,3,334
1,4411,1066,1632,2013,2,284
0,165,1430,954,2014,3,361
0,1900,571,1465,2017,3,191
0,2708,1660,4814,2020,3,395
0,6822,2314,4511,2020,0,447
0,3828,2502,4695,2020,3,73
0,4700,1066,1362,2008,3,428
0,3836,255,5248,2018,3,30
0,6015,1637,1224,2007,0,220
0,2630,3406,1234,2015,3,220
0,2443,3534,845,2013,0,391
0,893,1535,1362,2018,1,275
0,5789,933,5001,2016,0,86
0,2469,4122,380,2019,3,226
1,2765,1066,1362,2009,1,443
0,1914,1787,1660,2014,3,363
1,6097,1066,426,2008,3,226
0,2547,298,3538,2019,3,49
0,2303,3199,3935,2020,3,86
1,6344,1066,403,2017,3,314
0,1736,4180,2130,2020,3,391
0,5372,449,2163,2021,3,58
0,6191,4150,737,2016,2,314
1,6627,1066,1362,2005,1,128
0,1953,3146,3828,2020,3,314
1,1089,1066,1362,2011,2,305
0,1208,3197,161,2013,0,226
0,2372,605,4166,2021,3,49
0,1167,1748,1773,2005,0,88
0,4914,1636,2664,2021,3,391
0,3250,1143,5411,2021,3,61
1,1886,1066,2016,2019,3,449
0,3220,363,489,2021,3,391
1,5447,1066,5163,2020,1,226
0,4215,2099,2515,2009,3,412
0,4984,2583,2996,2019,3,364
0,5131,2469,675,2014,0,400
1,1755,1066,2634,2021,3,83
0,48,1066,3264,2020,1,386
0,2444,1774,2007,2008,0,452
1,1082,1066,1362,2009,3,414
0,4166,2781,2824,2018,1,314
0,6997,2906,3000,2016,3,234
0,4970,1066,2598,2020,3,428
0,5653,1224,2877,2013,1,95
0,4973,504,3047,2017,3,226
1,5370,1066,2348,2020,3,226
0,5719,1246,857,2021,3,391
1,2566,1066,3467,2017,1,307
0,3150,3513,4581,2018,0,354
0,6890,2096,5408,2019,3,32
0,2729,2622,2821,2016,3,314
0,4682,4078,5038,2012,3,226
0,5369,4132,5448,2021,3,226
1,952,1066,645,2016,2,307
1,3968,1066,1362,2016,1,127
0,2816,1356,4759,2021,3,447
1,4755,1066,932,2010,2,284
0,6836,4058,1505,2020,3,275
0,998,2470,1362,2017,1,439
0,546,2470,1362,2019,1,305
0,2804,517,2423,2020,3,168
0,985,2993,840,2007,0,369
1,4978,1066,4385,2020,3,182
1,4132,1066,4210,2017,3,305
0,3366,500,522,2016,3,275
1,5084,1066,2659,2007,3,18
0,808,417,568,2020,3,182
0,592,2907,352,2019,3,275
0,5474,3550,374,2021,3,334
1,1633,1066,3239,2019,1,18
0,1555,2477,1125,2007,3,220
0,1224,1464,1362,2014,1,305
1,3788,1066,1875,2005,3,299
1,4528,1066,4009,2020,1,439
0,3201,2932,5046,2018,3,9
1,2464,1066,5345,2011,0,226
0,1676,4057,79,2017,1,414
1,3955,1066,3668,2021,3,233
1,6272,1066,5351,2020,3,120
0,6855,3500,2145,2014,3,270
1,1318,1066,2689,2021,3,222
0,4830,3811,3295,2007,3,430
0,5856,2444,3971,2020,3,314
0,3129,1000,1362,2010,3,305
0,4662,886,1362,2019,1,220
0,5088,2048,390,2021,3,226
0,861,2470,1362,2016,1,179
1,3867,1066,1362,2006,3,43
0,857,1291,4974,2018,0,314
0,2470,3739,2255,2020,3,361
0,5868,831,820,2016,0,400
0,6249,308,1261,2019,3,391
0,4721,2105,2059,2020,3,369
0,2034,1840,865,2011,3,246
0,7116,1905,5417,2017,3,220
0,1728,4188,1362,2021,3,391
0,671,1066,1362,2020,1,128
1,4505,1066,2799,2017,3,449
0,6592,1339,2963,2010,3,369
0,6813,3700,5247,2021,3,275
1,1234,1066,1362,2017,1,119
0,2900,552,4704,2016,3,275
0,2896,3414,2052,2016,3,188
1,3159,1066,1362,2016,3,314
0,6856,3698,4063,2021,3,49
0,3198,3668,2518,2005,3,447
0,6600,1367,1722,2020,2,275
0,3187,3095,5588,2018,3,69
0,1153,2974,2429,2019,0,233
0,5539,1121,5133,2015,3,369
0,2040,863,865,2010,3,246
0,6317,141,4764,2018,2,364
1,1486,1066,5637,2019,3,212
0,301,1466,619,2021,3,430
0,2253,1048,1339,2021,3,314
0,5414,1400,1239,2021,3,217
0,6146,980,3362,2015,2,399
0,2605,3558,2742,2020,3,49
0,2707,2404,2817,2010,0,226
0,5227,1534,2556,2007,1,128
0,6086,2565,3683,2015,3,282
0,1142,78,1362,2021,3,391
1,6563,1066,1362,2020,3,449
0,6542,2031,5354,2020,3,276
0,3647,4028,2132,2017,3,430
0,2899,3382,874,2008,3,425
0,1264,199,1149,2008,0,391
0,7094,3746,5560,2016,3,191
0,6768,3954,4603,2021,3,314
0,2895,1558,2050,2018,3,191
0,4597,3069,1362,2019,1,128
0,4556,1163,2827,2020,3,369
1,3841,1066,2948,2013,3,324
0,308,3975,5287,2018,0,226
0,1067,826,4200,2009,0,220
0,803,448,4606,2017,0,66
0,572,3219,2795,2021,3,314
0,4526,4251,5172,2021,3,346
0,6119,2298,170,2021,3,126
0,956,1944,3394,2011,2,220
0,1070,692,818,2017,0,197
0,1415,2602,3526,2021,3,226
1,3118,1066,2441,2019,3,191
1,6047,1066,1362,2012,2,400
0,720,1661,2974,2014,2,363
1,2651,1066,2535,2021,3,363
0,5439,1001,531,2009,0,220
0,6354,268,2802,2020,2,314
0,3251,3559,1507,2020,3,32
0,587,3306,1394,2014,2,226
0,2942,587,775,2018,3,330
0,3796,978,3974,2008,2,230
0,665,1066,1362,2020,1,128
0,2997,2121,2667,2019,0,337
0,179,695,5565,2021,3,233
0,4041,3879,5163,2019,1,220
1,6090,1066,3386,2021,1,73
0,6670,942,5470,2013,0,391
1,1428,1066,1950,2021,1,414
0,3630,3682,1458,2021,3,259
0,1684,9,4232,2020,3,54
0,6726,1835,1362,2014,1,418
0,7000,943,2708,2008,3,220
0,6427,1248,3058,2021,3,400
0,6056,1059,1362,2013,3,275
0,5743,3091,48,2018,3,237
1,3473,1066,5584,2018,3,357
0,4997,2975,5181,2017,3,428
1,6144,1066,2889,2018,2,314
0,488,219,176,2021,3,314
0,2092,1521,1619,2014,3,275
1,4619,1066,1362,2014,1,128
0,5031,647,3149,2017,3,301
1,860,1066,3140,2020,3,434
0,5673,350,2779,2019,2,414
0,6766,709,2350,2021,0,369
0,6626,2257,5244,2014,3,191
0,6270,4137,5225,2021,3,220
0,1426,1425,1677,2020,3,314
1,6567,1066,1362,2019,1,128
0,2987,218,2397,2021,3,49
1,4629,1066,1362,2021,1,128
0,1840,714,1131,2005,0,369
1,1058,1066,164,2011,0,220
1,5453,1066,1479,2008,3,449
0,2402,1066,1362,2019,1,414
0,6074,2745,477,2017,3,226
0,5321,1510,5333,2021,3,235
0,5537,3238,2545,2005,2,314
0,1499,4185,268,2021,3,400
0,6173,2187,394,2019,3,301
0,7183,2470,412,2014,1,389
0,5912,1537,4389,2011,0,8
1,4218,1066,5207,2009,3,449
0,5326,3506,4846,2019,3,86
0,7194,3376,3678,2012,0,369
0,6825,3800,1025,2021,3,61
0,4453,2953,904,2009,2,405
0,6180,3011,1914,2020,3,49
1,6946,1066,5031,2020,3,220
0,4774,3785,2297,2020,3,314
0,862,2470,1362,2012,1,439
0,4187,1726,1137,2016,3,176
0,1879,1984,5264,2021,3,276
0,4739,3366,2555,2014,3,66
1,5858,1066,846,2021,3,312
1,7104,1066,2177,2009,3,225
0,3653,2184,2819,2019,0,25
0,5314,1066,1362,2019,1,414
0,5597,2531,878,2020,0,13
0,1324,1512,518,2021,3,270
0,3868,769,1797,2010,3,66
1,1744,1066,2027,2019,1,307
0,6514,3959,1997,2015,2,400
0,2711,1227,1324,2021,3,226
0,5061,1771,327,2021,3,270
0,2235,1723,2287,2019,3,98
0,31,1066,1362,2011,2,357
0,7097,1269,2492,2007,3,334
0,5347,1023,4709,2005,3,383
0,2702,4052,3741,2021,3,49
1,3304,1066,1362,2013,2,305
0,3313,101,152,2015,3,305
0,6674,118,174,2021,3,434
1,4052,1066,4246,2019,0,449
0,2581,2794,1288,2018,0,32
0,1832,352,3008,2020,1,414
0,1372,91,4919,2021,3,314
0,4911,729,1362,2021,3,391
1,4618,1066,1362,2017,1,128
0,4373,3568,743,2020,3,275
1,5965,1066,3300,2021,3,54
0,6907,4074,5474,2018,3,61
1,3558,1066,3389,2021,3,220
0,429,1887,2794,2013,0,226
0,4719,1639,1635,2021,3,49
0,5249,2586,5257,2018,2,119
0,6949,1829,3010,2007,3,240
0,4769,12,1539,2018,3,314
0,670,1066,1362,2020,1,128
0,6475,2228,1835,2019,0,447
0,6941,1623,1233,2012,2,308
1,6661,1066,3448,2018,2,223
0,3572,2001,3921,2005,3,229
0,6373,983,2590,2012,3,220
0,2061,1742,1362,2020,1,128
0,4289,359,1733,2021,3,196
0,477,685,3103,2016,3,414
0,4056,2069,2154,2019,3,49
0,5444,3511,3903,2018,1,337
0,5157,3361,3403,2020,3,369
0,2877,1958,1273,2019,3,230
0,4335,1435,3509,2019,3,369
0,5155,1555,1362,2017,3,275
0,7041,4184,1362,2019,1,128
0,2024,932,1686,2019,3,369
1,1828,1066,5325,2014,1,414
0,2515,3225,140,2018,3,340
0,5354,3846,435,2014,3,239
0,6830,1398,3681,2020,3,447
0,1413,3220,344,2010,2,226
0,2541,1095,677,2019,3,314
0,553,2436,3897,2010,3,0
0,1901,571,1464,2016,3,191
0,4975,305,1739,2021,3,369
0,3738,2023,1560,2019,3,226
0,6621,1849,2692,2021,3,399
0,5726,3614,2015,2016,3,57
0,2822,2269,1362,2017,3,305
0,3991,3544,3850,2011,3,220
0,3816,2326,5446,2021,3,314
1,5316,1066,2581,2013,1,414
0,294,1141,1494,2020,3,265
0,5147,2414,4728,2009,3,181
0,3236,424,5039,2021,3,61
0,3673,1970,1809,2019,3,275
0,4022,1066,1362,2021,1,128
0,931,3089,4142,2021,3,369
0,193,2966,2612,2020,0,369
1,5395,1066,2264,2005,1,115
0,1145,1066,1362,2011,3,428
0,1550,3930,1937,2014,2,374
1,4296,1066,1487,2020,1,305
0,3437,3316,5390,2012,3,452
0,1488,825,1523,2021,2,220
1,4447,1066,2020,2017,1,125
0,5731,1108,2281,2016,3,436
0,2501,3770,5016,2021,1,414
0,5709,2386,5449,2021,3,314
0,3916,360,1362,2019,1,128
0,5894,3147,25,2021,3,400
0,4644,2546,4432,2020,2,314
0,4698,2737,1362,2021,3,391
0,3092,2673,2337,2011,3,191
0,2141,1779,1012,2021,3,226
0,5337,335,1789,2015,0,0
0,3461,2755,3179,2021,1,128
0,6152,1365,1362,2018,3,275
0,3575,3059,4658,2005,3,369
0,6806,3079,1691,2017,3,314
0,6361,2785,4034,2010,3,447
0,6537,1589,2867,2020,3,339
0,3606,2050,1328,2021,3,220
1,4049,1066,1841,2018,2,220
0,1389,2470,2853,2016,1,378
1,1386,1066,1362,2019,3,449
0,1703,3450,1766,2015,3,391
0,7037,586,2023,2021,3,297
0,2001,652,2158,2017,3,353
0,5820,4258,5392,2021,3,247
1,6116,1066,1362,2021,0,449
1,5425,1066,1362,2013,2,308
1,1644,1066,1150,2021,3,428
0,3889,733,4052,2021,3,373
0,1711,583,1250,2021,3,191
0,4510,3114,451,2018,3,392
0,2698,678,1362,2021,3,452
0,4983,3731,600,2014,2,74
0,5863,2977,3401,2017,1,414
0,4243,4148,2793,2010,3,391
1,2356,1066,4331,2015,2,305
1,3840,1066,1362,2010,3,281
0,7169,4049,4612,2018,3,226
0,4518,3356,239,2021,3,226
1,5190,1066,0,2021,3,0
0,6905,3118,3257,2017,3,86
0,6020,963,4733,2018,1,276
0,4947,1170,3565,2014,3,244
0,3745,1210,379,2017,3,404
0,1170,694,4874,2007,2,0
0,1957,844,4408,2018,3,305
0,4067,702,893,2020,3,314
0,4715,2766,1769,2021,3,430
0,2471,3401,5194,2009,0,86
0,5039,83,1263,2019,3,4
0,3663,2476,672,2011,1,452
0,140,3266,256,2021,3,265
0,2769,2491,3118,2020,2,86
0,1322,3446,4139,2019,1,30
1,3057,1066,2201,2016,2,443
0,4920,661,756,2012,0,30
0,5645,1501,305,2019,3,220
1,6887,1066,1362,2018,3,341
1,6445,1066,3556,2017,3,369
0,2979,335,3188,2017,3,0
1,4487,1066,1362,2013,2,449
1,6207,1066,2566,2016,2,369
0,6402,933,5143,2007,1,314
0,1923,3635,1784,2021,3,430
0,5938,2934,1362,2018,3,305
1,5144,1066,3154,2018,2,284
1,1557,1066,5120,2013,2,117
0,6593,3903,1182,2015,0,447
0,6556,3822,2327,2006,3,369
1,1151,1066,1362,2019,3,321
0,822,4124,2758,2021,3,400
1,163,1066,1900,2016,1,128
0,6705,1593,2805,2016,3,334
0,2622,4045,3994,2013,3,220
0,3404,2467,2969,2014,3,305
0,4964,263,1362,2017,1,305
0,1909,1500,1688,2013,0,369
0,3908,340,1717,2019,0,210
1,1934,1066,4056,2017,2,449
0,7086,2832,3800,2016,2,369
0,5376,4013,3944,2021,3,86
0,6142,3355,2787,2013,3,330
1,4814,1066,1362,2021,3,308
0,5118,1930,2048,2019,3,391
0,5631,1621,9,2016,0,384
0,2577,2505,5195,2007,0,330
0,2103,2647,3184,2010,3,391
0,954,1944,3395,2011,2,220
0,5611,4152,1943,2018,0,373
0,2086,1316,1807,2021,3,357
0,17,1846,412,2020,1,375
0,6992,2460,3596,2019,3,274
0,7091,1972,2594,2019,3,305
0,7054,21,509,2019,3,287
1,5040,1066,5656,2018,3,314
0,600,1496,4627,2018,3,226
1,1016,1066,4429,2012,2,220
0,3075,2146,636,2005,1,220
1,5076,1066,1362,2009,3,98
1,2479,1066,1362,2014,1,305
0,6719,198,216,2021,3,447
0,1942,2385,2196,2016,3,7
0,4271,1729,717,2017,3,315
0,6922,413,1362,2012,1,414
0,1099,2379,3005,2017,3,49
0,2938,2462,90,2016,3,1
0,1446,606,1362,2021,3,0
0,2778,2490,3260,2021,3,400
1,6151,1066,5209,2020,3,314
0,3006,4243,4802,2015,3,369
1,5531,1066,5582,2020,3,314
0,4706,4164,1099,2017,3,315
1,1223,1066,1362,2013,2,449
1,2201,1066,1362,2014,2,275
0,868,2012,922,2020,3,49
0,2032,872,865,2011,3,34
0,2588,1528,1452,2019,3,170
0,3801,2302,2395,2016,3,262
1,432,1066,4496,2020,3,449
1,2742,1066,1362,2017,2,141
0,577,684,1281,2020,3,391
0,5374,1323,5318,2008,2,61
1,3970,1066,1362,2014,1,127
0,6348,1657,3488,2010,3,349
0,1636,1504,1362,2020,1,314
0,4192,1937,2090,2014,3,314
0,3248,4117,5462,2014,3,369
0,256,875,1362,2020,3,314
1,6064,1066,1818,2009,3,305
0,347,0,0,2021,1,0
1,3418,1066,1362,2017,2,3
0,3904,2470,1362,2019,1,305
0,3034,600,4794,2020,1,408
1,3229,1066,1362,2013,1,128
0,6828,3740,706,2020,3,275
0,4000,1110,1782,2005,3,357
0,1589,2540,4456,2017,0,314
0,4316,620,1362,2018,1,414
0,625,3821,5070,2010,3,337
0,6762,1883,873,2010,0,369
0,5724,801,5241,2017,3,275
0,412,2935,813,2020,3,314
0,1055,1795,5061,2016,3,177
1,3514,1066,4729,2021,3,226
1,4641,1066,1362,2020,1,128
0,3193,2409,5290,2019,3,305
1,716,1066,1295,2018,1,305
0,6264,1064,5027,2016,3,314
0,2247,670,3124,2007,0,0
0,6228,323,306,2008,0,447
0,4979,3307,4396,2013,3,191
0,271,2917,3858,2006,3,314
0,795,2865,3880,2018,3,400
0,5758,2464,3360,2021,3,221
1,3108,1066,1362,2019,2,305
0,576,2145,3805,2019,3,314
0,3245,3085,5030,2021,3,447
1,2876,1066,1566,2020,3,314
0,1713,2257,1267,2019,3,191
0,2722,3763,4659,2017,3,447
0,4847,2375,2106,2021,3,334
0,2242,2754,1362,2021,1,414
0,4176,64,1405,2013,3,226
0,801,2688,1886,2020,3,369
0,2224,1964,2205,2014,0,156
1,143,1066,2663,2018,1,389
0,2194,1297,2765,2014,3,233
0,6741,654,5327,2021,1,84
0,2355,3802,915,2018,1,226
0,3569,4196,2683,2021,3,314
0,215,498,2246,2019,3,359
1,7220,1066,11,2020,3,449
0,2394,1066,1362,2019,1,128
0,2007,2936,2609,2020,1,275
1,453,1066,1362,2015,1,131
1,7103,1066,1975,2015,1,128
1,5358,1066,3122,2019,3,314
0,1906,2604,4007,2020,3,314
1,6910,1066,1362,2020,1,128
0,2043,861,865,2011,3,246
0,307,1050,4085,2005,3,220
0,3675,2795,1726,2017,3,334
0,3995,2388,474,2015,3,220
